runId,test_id,testcase,bus_protocol,arbitration_scheme,psel_count,wait_state_cfg,retry_limit,parity_mode,baud_rate,fifo_depth,dma_enable,irq_mode,clk_mhz,apb_data_width,addr_width_bits,timeout_us,num_agents,agent_mode,env_mode,test_mode_enabled,reset_cycles,coverage_enable,assertion_enable,uvm_verbosity,debug_mode,error_injection_enable,error_injection_rate,compile_options,sim_options,vendor_ip_rev,lint_waivers,num_transactions,clock_period_ns,test_class,sequence_name,protocol
RUN-002126,reset_recovery_test-002126,Reset_Recovery,APB4,priority,2,4,1,odd,460800,32,1,level,50,32,32,100,1,ACTIVE,regression,1,8,1,1,UVM_MEDIUM,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,10,384,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-002127,parity_stress_test-002127,Parity_Stress,APB4,round_robin,8,4,1,odd,230400,8,1,level,200,32,32,100,1,ACTIVE,regression,0,4,1,1,UVM_HIGH,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,1,96,5.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-002128,backpressure_test-002128,Backpressure,APB3,round_robin,2,1,0,odd,230400,64,0,level,200,32,32,500,2,ACTIVE,functional,0,4,0,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,8,768,5.0,backpressure_test,backpressure_seq,APB3+UART
RUN-002129,reset_recovery_test-002129,Reset_Recovery,APB4,priority,4,0,2,even,230400,4,0,level,100,32,32,100,1,ACTIVE,regression,1,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r2p0,2,48,10.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-002130,irq_storm_test-002130,Irq_Storm,APB4,round_robin,2,5,0,none,921600,32,0,level,50,32,16,50,3,ACTIVE,regression,0,8,1,0,UVM_LOW,0,1,0.0285,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,8,384,20.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-002131,uart_loopback_test-002131,Uart_Loopback,APB4,static,4,7,1,even,921600,64,0,edge,200,32,32,100,1,ACTIVE,functional,0,8,0,1,UVM_MEDIUM,0,1,0.0142,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,6,768,5.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-002132,reg_sweep_test-002132,Reg_Sweep,APB4,round_robin,4,7,2,odd,1500000,8,0,level,50,8,32,500,2,ACTIVE,stress,0,4,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,9,96,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002133,backpressure_test-002133,Backpressure,APB3,round_robin,8,5,1,even,460800,16,1,edge,25,8,16,500,1,ACTIVE,stress,0,4,1,1,UVM_LOW,0,1,0.0399,-O2 -sv,+UVM_TESTNAME=auto,r1p2,6,192,40.0,backpressure_test,backpressure_seq,APB3+UART
RUN-002134,reg_sweep_test-002134,Reg_Sweep,APB3,priority,8,4,1,odd,1500000,16,1,level,25,16,32,50,2,ACTIVE,regression,1,16,0,1,UVM_LOW,1,1,0.0252,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,7,192,40.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002135,dma_burst_test-002135,Dma_Burst,APB4,static,2,4,0,none,115200,16,0,edge,25,32,16,250,2,ACTIVE,regression,0,4,1,1,UVM_LOW,1,1,0.0328,-O2 -sv,+UVM_TESTNAME=auto,r1p2,9,192,40.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002136,irq_storm_test-002136,Irq_Storm,APB4,priority,2,5,0,odd,115200,16,1,edge,25,16,32,250,2,ACTIVE,functional,0,8,0,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,5,192,40.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-002137,backpressure_test-002137,Backpressure,APB4,round_robin,2,4,1,even,460800,16,1,edge,200,32,32,50,2,PASSIVE,regression,0,8,0,0,UVM_HIGH,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,8,192,5.0,backpressure_test,backpressure_seq,APB4+UART
RUN-002138,parity_stress_test-002138,Parity_Stress,APB4,round_robin,8,6,4,odd,230400,4,1,level,50,32,16,100,3,ACTIVE,functional,1,4,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p0,7,48,20.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-002139,dma_burst_test-002139,Dma_Burst,APB4,round_robin,2,6,1,none,921600,32,1,edge,25,16,32,50,1,ACTIVE,stress,0,8,1,1,UVM_MEDIUM,0,1,0.0176,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,0,384,40.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002140,reg_sweep_test-002140,Reg_Sweep,APB4,priority,16,6,2,even,460800,4,1,edge,200,16,16,50,2,ACTIVE,regression,0,8,1,1,UVM_LOW,0,1,0.0223,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,3,48,5.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002141,uart_loopback_test-002141,Uart_Loopback,APB4,priority,8,5,4,even,115200,8,1,edge,25,16,32,100,1,PASSIVE,functional,1,4,1,1,UVM_MEDIUM,1,1,0.0064,-O2 -sv,+UVM_TESTNAME=auto,r1p0,2,96,40.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-002142,reg_sweep_test-002142,Reg_Sweep,APB3,round_robin,4,4,1,odd,1500000,16,1,level,50,32,32,100,2,ACTIVE,stress,0,4,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,0,192,20.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002143,dma_burst_test-002143,Dma_Burst,APB3,static,16,4,0,none,921600,8,0,level,25,16,16,100,1,ACTIVE,regression,0,8,0,1,UVM_HIGH,0,1,0.0076,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,4,96,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-002144,dma_burst_test-002144,Dma_Burst,APB4,round_robin,2,5,4,none,115200,64,0,edge,100,32,16,500,1,ACTIVE,stress,0,16,1,0,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,5,768,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002145,reg_sweep_test-002145,Reg_Sweep,APB4,round_robin,4,6,0,odd,230400,16,0,edge,50,32,32,100,2,ACTIVE,regression,0,8,0,1,UVM_LOW,0,1,0.0022,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,3,192,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002146,parity_stress_test-002146,Parity_Stress,APB3,static,8,6,1,none,460800,8,0,edge,50,8,16,100,2,ACTIVE,regression,0,8,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,0,96,20.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-002147,parity_stress_test-002147,Parity_Stress,APB3,static,4,7,0,odd,115200,8,0,edge,200,32,32,250,1,ACTIVE,regression,0,4,1,1,UVM_LOW,0,1,0.0054,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,2,96,5.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-002148,reset_recovery_test-002148,Reset_Recovery,APB3,static,4,2,1,even,921600,16,1,edge,50,16,32,250,2,ACTIVE,functional,1,16,1,1,UVM_HIGH,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,5,192,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-002149,parity_stress_test-002149,Parity_Stress,APB3,round_robin,4,5,4,none,460800,32,0,level,50,32,32,250,2,ACTIVE,regression,0,16,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,10,384,20.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-002150,parity_stress_test-002150,Parity_Stress,APB4,static,4,7,4,none,230400,32,1,edge,25,16,16,500,2,ACTIVE,regression,0,4,0,0,UVM_HIGH,0,1,0.025,-O2 -sv,+UVM_TESTNAME=auto,r1p2,5,384,40.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-002151,uart_loopback_test-002151,Uart_Loopback,APB3,round_robin,8,5,1,even,921600,64,1,level,100,16,16,100,1,ACTIVE,functional,0,16,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,0,768,10.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-002152,dma_burst_test-002152,Dma_Burst,APB4,priority,2,7,2,even,230400,32,1,edge,100,32,32,500,2,ACTIVE,stress,0,8,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,4,384,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002153,reg_sweep_test-002153,Reg_Sweep,APB4,round_robin,8,3,2,none,921600,16,1,level,100,16,16,100,1,ACTIVE,functional,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,6,192,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002154,dma_burst_test-002154,Dma_Burst,APB3,static,4,2,1,none,115200,16,1,edge,100,8,32,250,2,ACTIVE,regression,1,4,1,1,UVM_MEDIUM,0,1,0.0231,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,4,192,10.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-002155,reg_sweep_test-002155,Reg_Sweep,APB3,priority,4,2,1,odd,460800,4,0,level,200,32,16,100,2,ACTIVE,stress,0,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,4,48,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002156,dma_burst_test-002156,Dma_Burst,APB3,priority,2,6,1,none,460800,16,1,edge,50,32,32,100,1,PASSIVE,functional,0,8,0,0,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,10,192,20.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-002157,irq_storm_test-002157,Irq_Storm,APB4,priority,4,4,0,even,115200,16,1,level,200,8,16,50,1,ACTIVE,regression,0,8,0,0,UVM_LOW,0,1,0.0036,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,7,192,5.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-002158,parity_stress_test-002158,Parity_Stress,APB4,round_robin,4,2,0,even,460800,16,0,edge,200,32,32,50,1,ACTIVE,regression,1,16,1,0,UVM_HIGH,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,2,192,5.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-002159,uart_loopback_test-002159,Uart_Loopback,APB4,round_robin,8,6,1,even,460800,16,1,edge,100,32,32,250,2,ACTIVE,stress,0,8,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r2p0,11,192,10.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-002160,reset_recovery_test-002160,Reset_Recovery,APB4,priority,2,6,1,odd,230400,32,1,level,100,16,32,50,2,ACTIVE,stress,0,4,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,3,384,10.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-002161,backpressure_test-002161,Backpressure,APB4,round_robin,8,0,1,odd,921600,16,1,level,200,32,32,50,1,ACTIVE,stress,0,8,0,1,UVM_HIGH,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,3,192,5.0,backpressure_test,backpressure_seq,APB4+UART
RUN-002162,backpressure_test-002162,Backpressure,APB4,round_robin,8,0,4,even,230400,64,1,edge,25,16,32,50,3,ACTIVE,stress,0,16,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,5,768,40.0,backpressure_test,backpressure_seq,APB4+UART
RUN-002163,irq_storm_test-002163,Irq_Storm,APB3,round_robin,2,7,4,even,1500000,32,0,level,100,16,16,250,2,ACTIVE,regression,1,8,1,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,10,384,10.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-002164,reg_sweep_test-002164,Reg_Sweep,APB3,round_robin,4,6,0,odd,230400,64,0,edge,200,16,16,100,3,ACTIVE,stress,0,8,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,7,768,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002165,parity_stress_test-002165,Parity_Stress,APB4,priority,2,6,2,even,921600,8,1,edge,25,32,16,500,1,ACTIVE,stress,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,3,96,40.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-002166,dma_burst_test-002166,Dma_Burst,APB4,round_robin,4,5,2,odd,1500000,8,0,edge,200,32,32,250,2,ACTIVE,stress,0,16,1,1,UVM_HIGH,0,1,0.0083,-O2 -sv,+UVM_TESTNAME=auto,r1p0,10,96,5.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002167,dma_burst_test-002167,Dma_Burst,APB4,static,8,1,1,even,460800,16,1,edge,25,32,32,250,3,ACTIVE,functional,0,4,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,0,192,40.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002168,reg_sweep_test-002168,Reg_Sweep,APB3,round_robin,8,7,2,none,230400,16,0,level,200,32,32,100,2,ACTIVE,functional,0,4,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,2,192,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002169,irq_storm_test-002169,Irq_Storm,APB3,round_robin,2,2,4,even,460800,16,0,level,200,8,32,100,2,ACTIVE,stress,1,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,1,192,5.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-002170,reg_sweep_test-002170,Reg_Sweep,APB3,priority,16,7,1,even,460800,8,1,level,25,8,32,250,1,ACTIVE,stress,0,4,1,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,11,96,40.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002171,backpressure_test-002171,Backpressure,APB4,round_robin,8,4,1,even,460800,16,0,level,200,32,16,50,1,PASSIVE,regression,0,8,1,1,UVM_MEDIUM,0,1,0.0329,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,11,192,5.0,backpressure_test,backpressure_seq,APB4+UART
RUN-002172,backpressure_test-002172,Backpressure,APB3,round_robin,8,5,2,none,460800,8,1,edge,200,8,16,100,2,PASSIVE,stress,0,8,0,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,3,96,5.0,backpressure_test,backpressure_seq,APB3+UART
RUN-002173,reset_recovery_test-002173,Reset_Recovery,APB4,priority,2,5,1,none,921600,32,1,level,200,8,32,250,1,ACTIVE,functional,1,16,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,6,384,5.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-002174,reg_sweep_test-002174,Reg_Sweep,APB3,static,16,3,4,odd,230400,16,1,edge,50,16,32,100,2,ACTIVE,functional,0,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,10,192,20.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002175,irq_storm_test-002175,Irq_Storm,APB3,static,2,7,0,even,115200,16,0,level,200,32,32,50,2,ACTIVE,functional,0,4,1,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,9,192,5.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-002176,reset_recovery_test-002176,Reset_Recovery,APB3,priority,8,4,2,none,460800,32,1,level,200,32,32,50,1,ACTIVE,functional,0,16,1,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,4,384,5.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-002177,reset_recovery_test-002177,Reset_Recovery,APB3,priority,4,2,0,even,460800,8,0,level,50,32,32,100,2,ACTIVE,functional,0,16,0,1,UVM_LOW,0,1,0.0203,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,0,96,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-002178,reg_sweep_test-002178,Reg_Sweep,APB3,static,8,5,1,odd,460800,16,0,level,100,16,16,100,2,ACTIVE,functional,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,10,192,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002179,dma_burst_test-002179,Dma_Burst,APB4,round_robin,4,6,4,even,115200,8,0,level,50,8,32,100,1,ACTIVE,stress,0,4,1,1,UVM_LOW,0,1,0.0016,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,2,96,20.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002180,reg_sweep_test-002180,Reg_Sweep,APB4,priority,16,0,1,odd,1500000,32,1,edge,25,32,16,250,1,ACTIVE,regression,1,16,1,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,7,384,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002181,backpressure_test-002181,Backpressure,APB3,priority,8,5,4,none,1500000,32,0,edge,50,8,32,250,1,ACTIVE,regression,0,16,1,0,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,0,384,20.0,backpressure_test,backpressure_seq,APB3+UART
RUN-002182,reg_sweep_test-002182,Reg_Sweep,APB3,round_robin,8,0,2,odd,115200,16,0,level,50,16,32,50,1,ACTIVE,stress,0,16,1,1,UVM_HIGH,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,9,192,20.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002183,irq_storm_test-002183,Irq_Storm,APB4,round_robin,4,1,0,odd,115200,32,1,level,100,16,32,500,2,ACTIVE,regression,0,8,0,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,7,384,10.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-002184,dma_burst_test-002184,Dma_Burst,APB4,priority,2,6,0,odd,230400,4,1,edge,100,16,16,100,2,ACTIVE,functional,0,16,1,1,UVM_HIGH,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,3,48,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-002185,parity_stress_test-002185,Parity_Stress,APB3,round_robin,4,6,2,even,230400,32,0,edge,50,32,32,250,2,ACTIVE,stress,0,4,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,3,384,20.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-002186,reg_sweep_test-002186,Reg_Sweep,APB3,round_robin,4,6,0,even,1500000,4,1,edge,25,8,16,250,1,ACTIVE,stress,0,8,1,0,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,9,48,40.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002187,parity_stress_test-002187,Parity_Stress,APB4,static,4,4,4,even,115200,32,1,level,100,8,16,50,2,ACTIVE,regression,0,16,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,4,384,10.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-002188,reg_sweep_test-002188,Reg_Sweep,APB4,round_robin,16,4,1,none,921600,32,1,edge,100,8,32,250,3,ACTIVE,functional,0,8,0,1,UVM_MEDIUM,1,1,0.0305,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,5,384,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002189,reg_sweep_test-002189,Reg_Sweep,APB4,static,4,5,0,none,230400,4,0,level,25,8,16,500,3,ACTIVE,stress,0,16,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,11,48,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002190,irq_storm_test-002190,Irq_Storm,APB4,round_robin,16,0,2,odd,921600,8,1,edge,25,16,32,250,2,ACTIVE,regression,1,8,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,8,96,40.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-002191,reg_sweep_test-002191,Reg_Sweep,APB3,round_robin,8,5,1,even,230400,16,1,level,200,16,32,100,2,ACTIVE,functional,0,4,0,1,UVM_MEDIUM,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,9,192,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002192,backpressure_test-002192,Backpressure,APB3,round_robin,4,1,1,even,230400,64,1,edge,50,32,16,100,1,ACTIVE,functional,0,4,0,1,UVM_HIGH,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,11,768,20.0,backpressure_test,backpressure_seq,APB3+UART
RUN-002193,reg_sweep_test-002193,Reg_Sweep,APB3,priority,8,2,0,even,1500000,16,0,edge,100,16,16,100,3,PASSIVE,functional,0,4,1,1,UVM_MEDIUM,0,1,0.0304,-O2 -sv,+UVM_TESTNAME=auto,r1p2,3,192,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-002194,backpressure_test-002194,Backpressure,APB4,round_robin,2,3,0,even,115200,16,1,edge,25,32,32,100,1,ACTIVE,functional,0,4,1,1,UVM_LOW,0,1,0.0386,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,0,192,40.0,backpressure_test,backpressure_seq,APB4+UART
RUN-002195,backpressure_test-002195,Backpressure,APB4,round_robin,4,0,0,odd,230400,16,1,edge,50,32,32,250,3,ACTIVE,stress,0,16,1,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,1,192,20.0,backpressure_test,backpressure_seq,APB4+UART
RUN-002196,reg_sweep_test-002196,Reg_Sweep,APB4,round_robin,2,2,4,odd,115200,8,1,level,25,8,16,100,2,ACTIVE,functional,0,16,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,0,96,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002197,reg_sweep_test-002197,Reg_Sweep,APB4,priority,2,7,1,even,1500000,32,1,edge,100,32,32,50,3,ACTIVE,regression,0,4,0,1,UVM_MEDIUM,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,4,384,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002198,reg_sweep_test-002198,Reg_Sweep,APB4,priority,4,5,1,odd,921600,4,0,level,100,32,16,500,3,ACTIVE,stress,0,4,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,5,48,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002199,parity_stress_test-002199,Parity_Stress,APB3,static,16,5,0,odd,230400,16,1,edge,200,8,32,100,2,ACTIVE,functional,0,16,0,0,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,10,192,5.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-002200,reset_recovery_test-002200,Reset_Recovery,APB4,static,4,2,2,odd,921600,32,0,level,25,32,32,250,1,PASSIVE,functional,0,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,5,384,40.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-002201,reg_sweep_test-002201,Reg_Sweep,APB4,priority,8,3,0,odd,230400,16,0,edge,100,8,16,500,2,ACTIVE,regression,0,4,1,0,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r2p0,8,192,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002202,uart_loopback_test-002202,Uart_Loopback,APB4,priority,8,5,0,none,1500000,64,1,level,50,8,32,50,1,ACTIVE,regression,0,8,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,5,768,20.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-002203,reg_sweep_test-002203,Reg_Sweep,APB4,round_robin,2,2,0,none,115200,16,1,level,25,16,16,250,2,ACTIVE,regression,1,8,1,1,UVM_LOW,0,1,0.025,-O2 -sv,+UVM_TESTNAME=auto,r1p0,1,192,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-002204,irq_storm_test-002204,Irq_Storm,APB4,static,2,6,2,odd,921600,16,1,level,50,32,32,50,1,ACTIVE,regression,1,4,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,5,192,20.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-002205,uart_loopback_test-002205,Uart_Loopback,APB4,priority,16,3,1,odd,1500000,16,1,edge,100,8,32,500,1,PASSIVE,stress,0,4,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,11,192,10.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-002206,irq_storm_test-002206,Irq_Storm,APB4,static,8,7,0,none,921600,16,1,level,100,32,32,250,3,ACTIVE,functional,0,4,0,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r2p0,11,192,10.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-002207,uart_loopback_test-002207,Uart_Loopback,APB4,static,8,4,2,even,921600,32,1,edge,50,32,16,100,1,ACTIVE,regression,1,4,1,1,UVM_LOW,0,1,0.0364,-O2 -sv,+UVM_TESTNAME=auto,r1p2,2,384,20.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-002208,parity_stress_test-002208,Parity_Stress,APB4,round_robin,16,4,0,odd,115200,32,1,level,25,32,32,100,2,ACTIVE,stress,1,4,1,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,7,384,40.0,parity_stress_test,parity_stress_seq,APB4+UART
